Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000191_6', scoreWithDeNovo=2125, scoreWithNoDenovo=3190, delta=1065)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000496_2', scoreWithDeNovo=178, scoreWithNoDenovo=238, delta=60)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000214_3', scoreWithDeNovo=300, scoreWithNoDenovo=360, delta=60)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00001587', scoreWithDeNovo=429, scoreWithNoDenovo=488, delta=59)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000554_4', scoreWithDeNovo=493, scoreWithNoDenovo=552, delta=59)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000005_4', scoreWithDeNovo=914, scoreWithNoDenovo=973, delta=59)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00001000_3', scoreWithDeNovo=746, scoreWithNoDenovo=805, delta=59)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000026_9', scoreWithDeNovo=433, scoreWithNoDenovo=492, delta=59)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000114_3', scoreWithDeNovo=2122, scoreWithNoDenovo=2180, delta=58)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000698_2', scoreWithDeNovo=92, scoreWithNoDenovo=150, delta=58)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002965', scoreWithDeNovo=454, scoreWithNoDenovo=512, delta=58)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000756_4', scoreWithDeNovo=527, scoreWithNoDenovo=585, delta=58)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003183', scoreWithDeNovo=180, scoreWithNoDenovo=238, delta=58)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_7248', scoreWithDeNovo=0, scoreWithNoDenovo=58, delta=58)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_5351', scoreWithDeNovo=181, scoreWithNoDenovo=238, delta=57)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000397_1', scoreWithDeNovo=1267, scoreWithNoDenovo=1324, delta=57)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000163_3_p1', scoreWithDeNovo=361, scoreWithNoDenovo=418, delta=57)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002213', scoreWithDeNovo=794, scoreWithNoDenovo=851, delta=57)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_5039', scoreWithDeNovo=76, scoreWithNoDenovo=132, delta=56)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000867_30', scoreWithDeNovo=180, scoreWithNoDenovo=236, delta=56)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000776_5', scoreWithDeNovo=164, scoreWithNoDenovo=220, delta=56)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_3093', scoreWithDeNovo=0, scoreWithNoDenovo=56, delta=56)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00001999', scoreWithDeNovo=1203, scoreWithNoDenovo=1258, delta=55)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000968_3', scoreWithDeNovo=99, scoreWithNoDenovo=154, delta=55)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000713_8', scoreWithDeNovo=281, scoreWithNoDenovo=336, delta=55)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003018_2', scoreWithDeNovo=120, scoreWithNoDenovo=174, delta=54)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002789_2', scoreWithDeNovo=266, scoreWithNoDenovo=320, delta=54)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000950_r1_1', scoreWithDeNovo=26, scoreWithNoDenovo=80, delta=54)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00001422', scoreWithDeNovo=540, scoreWithNoDenovo=593, delta=53)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002849', scoreWithDeNovo=1127, scoreWithNoDenovo=1180, delta=53)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000061_3', scoreWithDeNovo=585, scoreWithNoDenovo=638, delta=53)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_1163', scoreWithDeNovo=119, scoreWithNoDenovo=172, delta=53)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000416_2', scoreWithDeNovo=1046, scoreWithNoDenovo=1099, delta=53)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000157_r1_1', scoreWithDeNovo=13, scoreWithNoDenovo=66, delta=53)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00001524', scoreWithDeNovo=674, scoreWithNoDenovo=726, delta=52)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000485_1', scoreWithDeNovo=1179, scoreWithNoDenovo=1231, delta=52)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002218', scoreWithDeNovo=471, scoreWithNoDenovo=523, delta=52)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000566_2', scoreWithDeNovo=90, scoreWithNoDenovo=142, delta=52)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000045_3', scoreWithDeNovo=951, scoreWithNoDenovo=1003, delta=52)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002695', scoreWithDeNovo=824, scoreWithNoDenovo=876, delta=52)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000473_1', scoreWithDeNovo=923, scoreWithNoDenovo=974, delta=51)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002308', scoreWithDeNovo=1197, scoreWithNoDenovo=1248, delta=51)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00001985', scoreWithDeNovo=854, scoreWithNoDenovo=904, delta=50)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000706_2', scoreWithDeNovo=694, scoreWithNoDenovo=744, delta=50)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002669', scoreWithDeNovo=210, scoreWithNoDenovo=260, delta=50)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000207_3', scoreWithDeNovo=781, scoreWithNoDenovo=831, delta=50)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_7866', scoreWithDeNovo=0, scoreWithNoDenovo=50, delta=50)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002646', scoreWithDeNovo=787, scoreWithNoDenovo=836, delta=49)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_4716', scoreWithDeNovo=0, scoreWithNoDenovo=49, delta=49)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002514', scoreWithDeNovo=642, scoreWithNoDenovo=690, delta=48)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00001150', scoreWithDeNovo=1238, scoreWithNoDenovo=1286, delta=48)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000834_2', scoreWithDeNovo=402, scoreWithNoDenovo=450, delta=48)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000340_3', scoreWithDeNovo=202, scoreWithNoDenovo=250, delta=48)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_952', scoreWithDeNovo=226, scoreWithNoDenovo=274, delta=48)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000524_2', scoreWithDeNovo=1742, scoreWithNoDenovo=1790, delta=48)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000899_8', scoreWithDeNovo=511, scoreWithNoDenovo=558, delta=47)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000078_7', scoreWithDeNovo=989, scoreWithNoDenovo=1036, delta=47)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_776', scoreWithDeNovo=129, scoreWithNoDenovo=176, delta=47)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000717_4', scoreWithDeNovo=55, scoreWithNoDenovo=102, delta=47)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00001420', scoreWithDeNovo=251, scoreWithNoDenovo=297, delta=46)
